"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Jul 04 05:00:17 GMT 2025","Fri Jul 04 05:00:17 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeDeletion","genderTypeDeletion",""
"passed","Fri Jul 04 04:59:35 GMT 2025","Fri Jul 04 04:59:58 GMT 2025","23172","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionUpdation","regionUpdation",""
"passed","Fri Jul 04 04:55:18 GMT 2025","Fri Jul 04 04:55:31 GMT 2025","13613","Social Registry Sanity Test Suite","Sanity Suite","testcase.LoginPageTest","testcase.LoginPageTest","loginTest","loginTest",""
"broken","Fri Jul 04 04:58:33 GMT 2025","Fri Jul 04 04:58:48 GMT 2025","15287","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipsCreation","relationshipsCreation",""
"broken","Fri Jul 04 04:58:51 GMT 2025","Fri Jul 04 04:59:06 GMT 2025","15252","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigCreation","districtConfigCreation",""
"broken","Fri Jul 04 04:55:52 GMT 2025","Fri Jul 04 04:56:08 GMT 2025","15575","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupCreation","groupCreation",""
"passed","Fri Jul 04 04:59:10 GMT 2025","Fri Jul 04 04:59:32 GMT 2025","22324","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeUpdation","groupTypeUpdation",""
"passed","Fri Jul 04 04:57:41 GMT 2025","Fri Jul 04 04:58:03 GMT 2025","21933","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionCreation","regionCreation",""
"skipped","Fri Jul 04 05:00:17 GMT 2025","Fri Jul 04 05:00:17 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindDeletion","groupMembershipKindDeletion",""
"skipped","Fri Jul 04 05:00:17 GMT 2025","Fri Jul 04 05:00:17 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipUpdation","relationshipUpdation",""
"skipped","Fri Jul 04 05:00:44 GMT 2025","Fri Jul 04 05:00:44 GMT 2025","1","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeDeletion","idTypeDeletion",""
"broken","Fri Jul 04 05:00:00 GMT 2025","Fri Jul 04 05:00:16 GMT 2025","16016","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagUpdation","registrantTagUpdation",""
"broken","Fri Jul 04 04:56:11 GMT 2025","Fri Jul 04 04:56:32 GMT 2025","20714","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeCreation","genderTypeCreation",""
"skipped","Fri Jul 04 05:01:04 GMT 2025","Fri Jul 04 05:01:04 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipDeletion","relationshipDeletion",""
"skipped","Fri Jul 04 04:59:07 GMT 2025","Fri Jul 04 04:59:07 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualUpdation","individualUpdation",""
"broken","Fri Jul 04 04:56:36 GMT 2025","Fri Jul 04 04:56:54 GMT 2025","18409","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindCreation","groupMembershipKindCreation",""
"skipped","Fri Jul 04 04:59:07 GMT 2025","Fri Jul 04 04:59:07 GMT 2025","1","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindUpdation","groupMembershipKindUpdation",""
"passed","Fri Jul 04 04:56:57 GMT 2025","Fri Jul 04 04:57:21 GMT 2025","24553","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeCreation","groupTypeCreation",""
"passed","Fri Jul 04 04:58:06 GMT 2025","Fri Jul 04 04:58:31 GMT 2025","24656","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagCreation","registrantTagCreation",""
"skipped","Fri Jul 04 04:59:07 GMT 2025","Fri Jul 04 04:59:07 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupUpdation","groupUpdation",""
