"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 12 13:18:39 GMT 2025","Tue Aug 12 13:19:04 GMT 2025","25262","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualCreation","individualCreation",""
"broken","Tue Aug 12 13:43:04 GMT 2025","Tue Aug 12 13:48:11 GMT 2025","307681","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrationPortalUserTest","testcase.RegistrationPortalUserTest","registrationPortalUserCreation","registrationPortalUserCreation",""
"broken","Tue Aug 12 13:33:50 GMT 2025","Tue Aug 12 13:33:50 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","tearDown","tearDown",""
"passed","Tue Aug 12 13:18:39 GMT 2025","Tue Aug 12 13:18:57 GMT 2025","18580","Social Registry Sanity Test Suite","Sanity Suite","testcase.LoginPageTest","testcase.LoginPageTest","resetPassword","resetPassword",""
"broken","Tue Aug 12 13:22:33 GMT 2025","Tue Aug 12 13:22:33 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","tearDown","tearDown",""
"broken","Tue Aug 12 13:28:43 GMT 2025","Tue Aug 12 13:28:43 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","tearDown","tearDown",""
"skipped","Tue Aug 12 13:45:17 GMT 2025","Tue Aug 12 13:45:17 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipUpdation","relationshipUpdation",""
"broken","Tue Aug 12 13:45:17 GMT 2025","Tue Aug 12 13:45:17 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeUpdation","idTypeUpdation",""
"skipped","Tue Aug 12 13:45:17 GMT 2025","Tue Aug 12 13:45:17 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionUpdation","regionUpdation",""
"broken","Tue Aug 12 13:22:33 GMT 2025","Tue Aug 12 13:22:33 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupCreation","groupCreation",""
"skipped","Tue Aug 12 13:48:12 GMT 2025","Tue Aug 12 13:48:12 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrationPortalUserTest","testcase.RegistrationPortalUserTest","revokePortalAccess","revokePortalAccess",""
"skipped","Tue Aug 12 13:48:12 GMT 2025","Tue Aug 12 13:48:12 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrationPortalUserTest","testcase.RegistrationPortalUserTest","registrationPortalUserUpdation","registrationPortalUserUpdation",""
"passed","Tue Aug 12 13:24:30 GMT 2025","Tue Aug 12 13:24:41 GMT 2025","11580","Social Registry Sanity Test Suite","Sanity Suite","testcase.LoginPageTest","testcase.LoginPageTest","loginTest","loginTest",""
"skipped","Tue Aug 12 13:29:32 GMT 2025","Tue Aug 12 13:29:32 GMT 2025","1","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeCreation","groupTypeCreation",""
"skipped","Tue Aug 12 13:45:17 GMT 2025","Tue Aug 12 13:45:17 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindDeletion","groupMembershipKindDeletion",""
"skipped","Tue Aug 12 13:45:17 GMT 2025","Tue Aug 12 13:45:17 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupDeletion","groupDeletion",""
"skipped","Tue Aug 12 13:48:12 GMT 2025","Tue Aug 12 13:48:12 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrationPortalUserTest","testcase.RegistrationPortalUserTest","registrationPortalUserDeletion","registrationPortalUserDeletion",""
"skipped","Tue Aug 12 13:45:17 GMT 2025","Tue Aug 12 13:45:17 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigUpdation","districtConfigUpdation",""
"broken","Tue Aug 12 13:33:50 GMT 2025","Tue Aug 12 13:33:50 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagCreation","registrantTagCreation",""
"skipped","Tue Aug 12 13:45:17 GMT 2025","Tue Aug 12 13:45:17 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeDeletion","groupTypeDeletion",""
"broken","Tue Aug 12 13:26:31 GMT 2025","Tue Aug 12 13:26:31 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","tearDown","tearDown",""
"skipped","Tue Aug 12 13:45:17 GMT 2025","Tue Aug 12 13:45:17 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigDeletion","districtConfigDeletion",""
"skipped","Tue Aug 12 13:45:17 GMT 2025","Tue Aug 12 13:45:17 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualDeletion","individualDeletion",""
"broken","Tue Aug 12 13:26:31 GMT 2025","Tue Aug 12 13:26:31 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeCreation","genderTypeCreation",""
"skipped","Tue Aug 12 13:45:17 GMT 2025","Tue Aug 12 13:45:17 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionDeletion","regionDeletion",""
"broken","Tue Aug 12 13:37:06 GMT 2025","Tue Aug 12 13:37:06 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipsCreation","relationshipsCreation",""
"skipped","Tue Aug 12 13:41:28 GMT 2025","Tue Aug 12 13:41:28 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeUpdation","genderTypeUpdation",""
"passed","Tue Aug 12 13:28:47 GMT 2025","Tue Aug 12 13:29:07 GMT 2025","20457","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeCreation","idTypeCreation",""
