"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Aug 12 13:42:35 GMT 2025","Tue Aug 12 13:42:35 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualDeletion","individualDeletion",""
"skipped","Tue Aug 12 13:42:35 GMT 2025","Tue Aug 12 13:42:35 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigUpdation","districtConfigUpdation",""
"skipped","Tue Aug 12 13:42:35 GMT 2025","Tue Aug 12 13:42:35 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeUpdation","idTypeUpdation",""
"skipped","Tue Aug 12 13:42:35 GMT 2025","Tue Aug 12 13:42:35 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipUpdation","relationshipUpdation",""
"skipped","Tue Aug 12 13:42:35 GMT 2025","Tue Aug 12 13:42:35 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeDeletion","idTypeDeletion",""
"skipped","Tue Aug 12 13:42:35 GMT 2025","Tue Aug 12 13:42:35 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindDeletion","groupMembershipKindDeletion",""
"skipped","Tue Aug 12 13:21:44 GMT 2025","Tue Aug 12 13:21:44 GMT 2025","1","Social Registry Sanity Test Suite","Sanity Suite","testcase.LoginPageTest","testcase.LoginPageTest","loginTest","loginTest",""
"skipped","Tue Aug 12 13:42:35 GMT 2025","Tue Aug 12 13:42:35 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindUpdation","groupMembershipKindUpdation",""
"broken","Tue Aug 12 13:30:39 GMT 2025","Tue Aug 12 13:30:39 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionCreation","regionCreation",""
"broken","Tue Aug 12 13:42:08 GMT 2025","Tue Aug 12 13:42:35 GMT 2025","26887","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrationPortalUserTest","testcase.RegistrationPortalUserTest","registrationPortalUserCreation","registrationPortalUserCreation",""
"broken","Tue Aug 12 13:29:40 GMT 2025","Tue Aug 12 13:29:40 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","tearDown","tearDown",""
"broken","Tue Aug 12 13:37:36 GMT 2025","Tue Aug 12 13:37:36 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","tearDown","tearDown",""
"skipped","Tue Aug 12 13:42:35 GMT 2025","Tue Aug 12 13:42:35 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionDeletion","regionDeletion",""
"broken","Tue Aug 12 13:41:46 GMT 2025","Tue Aug 12 13:41:46 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","tearDown","tearDown",""
"skipped","Tue Aug 12 13:42:35 GMT 2025","Tue Aug 12 13:42:35 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrationPortalUserTest","testcase.RegistrationPortalUserTest","registrationPortalUserDeletion","registrationPortalUserDeletion",""
"skipped","Tue Aug 12 13:42:35 GMT 2025","Tue Aug 12 13:42:35 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrationPortalUserTest","testcase.RegistrationPortalUserTest","revokePortalAccess","revokePortalAccess",""
"broken","Tue Aug 12 13:21:44 GMT 2025","Tue Aug 12 13:21:44 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","tearDown","tearDown",""
"skipped","Tue Aug 12 13:42:35 GMT 2025","Tue Aug 12 13:42:35 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionUpdation","regionUpdation",""
"skipped","Tue Aug 12 13:42:35 GMT 2025","Tue Aug 12 13:42:35 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrationPortalUserTest","testcase.RegistrationPortalUserTest","registrationPortalUserUpdation","registrationPortalUserUpdation",""
"skipped","Tue Aug 12 13:37:36 GMT 2025","Tue Aug 12 13:37:36 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualUpdation","individualUpdation",""
"broken","Tue Aug 12 13:37:36 GMT 2025","Tue Aug 12 13:37:36 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigCreation","districtConfigCreation",""
"broken","Tue Aug 12 13:45:42 GMT 2025","Tue Aug 12 13:45:42 GMT 2025","1","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","tearDown","tearDown",""
"skipped","Tue Aug 12 13:45:42 GMT 2025","Tue Aug 12 13:45:42 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeDeletion","genderTypeDeletion",""
"broken","Tue Aug 12 13:26:13 GMT 2025","Tue Aug 12 13:26:13 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","tearDown","tearDown",""
"broken","Tue Aug 12 13:31:04 GMT 2025","Tue Aug 12 13:34:11 GMT 2025","187352","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagCreation","registrantTagCreation",""
"broken","Tue Aug 12 13:30:39 GMT 2025","Tue Aug 12 13:30:39 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","tearDown","tearDown",""
"skipped","Tue Aug 12 13:42:35 GMT 2025","Tue Aug 12 13:42:35 GMT 2025","1","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupDeletion","groupDeletion",""
"skipped","Tue Aug 12 13:42:35 GMT 2025","Tue Aug 12 13:42:35 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagUpdation","registrantTagUpdation",""
"passed","Tue Aug 12 13:21:47 GMT 2025","Tue Aug 12 13:22:08 GMT 2025","21288","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeCreation","genderTypeCreation",""
"broken","Tue Aug 12 13:25:43 GMT 2025","Tue Aug 12 13:25:43 GMT 2025","1","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindCreation","groupMembershipKindCreation",""
"broken","Tue Aug 12 13:21:44 GMT 2025","Tue Aug 12 13:21:44 GMT 2025","4","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualCreation","individualCreation",""
"broken","Tue Aug 12 13:41:46 GMT 2025","Tue Aug 12 13:41:46 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupUpdation","groupUpdation",""
"skipped","Tue Aug 12 13:42:35 GMT 2025","Tue Aug 12 13:42:35 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrationPortalUserTest","testcase.RegistrationPortalUserTest","grantPortalAccess","grantPortalAccess",""
"skipped","Tue Aug 12 13:42:35 GMT 2025","Tue Aug 12 13:42:35 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeDeletion","groupTypeDeletion",""
"skipped","Tue Aug 12 13:42:35 GMT 2025","Tue Aug 12 13:42:35 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeUpdation","groupTypeUpdation",""
