"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 04 05:08:32 GMT 2025","Fri Jul 04 05:08:54 GMT 2025","22604","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipsCreation","relationshipsCreation",""
"broken","Fri Jul 04 05:07:07 GMT 2025","Fri Jul 04 05:07:24 GMT 2025","17265","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeCreation","groupTypeCreation",""
"passed","Fri Jul 04 05:05:24 GMT 2025","Fri Jul 04 05:05:38 GMT 2025","14042","Social Registry Sanity Test Suite","Sanity Suite","testcase.LoginPageTest","testcase.LoginPageTest","loginTest","loginTest",""
"broken","Fri Jul 04 05:07:27 GMT 2025","Fri Jul 04 05:07:45 GMT 2025","17979","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeCreation","idTypeCreation",""
"skipped","Fri Jul 04 05:11:24 GMT 2025","Fri Jul 04 05:11:24 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeDeletion","groupTypeDeletion",""
"skipped","Fri Jul 04 05:09:15 GMT 2025","Fri Jul 04 05:09:15 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualUpdation","individualUpdation",""
"skipped","Fri Jul 04 05:11:51 GMT 2025","Fri Jul 04 05:11:51 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigDeletion","districtConfigDeletion",""
"broken","Fri Jul 04 05:06:48 GMT 2025","Fri Jul 04 05:07:04 GMT 2025","16485","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindCreation","groupMembershipKindCreation",""
"passed","Fri Jul 04 05:10:59 GMT 2025","Fri Jul 04 05:11:24 GMT 2025","25114","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupDeletion","groupDeletion",""
"skipped","Fri Jul 04 05:11:24 GMT 2025","Fri Jul 04 05:11:24 GMT 2025","1","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindDeletion","groupMembershipKindDeletion",""
"skipped","Fri Jul 04 05:11:24 GMT 2025","Fri Jul 04 05:11:24 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagDeletion","registrantTagDeletion",""
"passed","Fri Jul 04 05:09:17 GMT 2025","Fri Jul 04 05:09:40 GMT 2025","23325","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupUpdation","groupUpdation",""
"passed","Fri Jul 04 05:06:25 GMT 2025","Fri Jul 04 05:06:46 GMT 2025","21203","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeCreation","genderTypeCreation",""
"skipped","Fri Jul 04 05:09:59 GMT 2025","Fri Jul 04 05:09:59 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeUpdation","idTypeUpdation",""
"broken","Fri Jul 04 05:05:40 GMT 2025","Fri Jul 04 05:05:55 GMT 2025","15119","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualCreation","individualCreation",""
"skipped","Fri Jul 04 05:09:59 GMT 2025","Fri Jul 04 05:09:59 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeUpdation","groupTypeUpdation",""
"skipped","Fri Jul 04 05:11:24 GMT 2025","Fri Jul 04 05:11:24 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeDeletion","idTypeDeletion",""
"passed","Fri Jul 04 05:07:48 GMT 2025","Fri Jul 04 05:08:09 GMT 2025","20520","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionCreation","regionCreation",""
"broken","Fri Jul 04 05:09:42 GMT 2025","Fri Jul 04 05:09:59 GMT 2025","16672","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeUpdation","genderTypeUpdation",""
"broken","Fri Jul 04 05:08:56 GMT 2025","Fri Jul 04 05:09:14 GMT 2025","17864","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigCreation","districtConfigCreation",""
"passed","Fri Jul 04 05:05:57 GMT 2025","Fri Jul 04 05:06:23 GMT 2025","25692","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupCreation","groupCreation",""
"broken","Fri Jul 04 05:10:21 GMT 2025","Fri Jul 04 05:10:36 GMT 2025","15352","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagUpdation","registrantTagUpdation",""
