"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Aug 14 07:43:10 GMT 2025","Thu Aug 14 07:43:10 GMT 2025","1","Social Registry Sanity Test Suite","Sanity Suite","testcase.LoginPageTest","testcase.LoginPageTest","tearDown","tearDown",""
"skipped","Thu Aug 14 08:02:05 GMT 2025","Thu Aug 14 08:02:05 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeUpdation","genderTypeUpdation",""
"skipped","Thu Aug 14 08:02:05 GMT 2025","Thu Aug 14 08:02:05 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipDeletion","relationshipDeletion",""
"skipped","Thu Aug 14 08:02:05 GMT 2025","Thu Aug 14 08:02:05 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigDeletion","districtConfigDeletion",""
"broken","Thu Aug 14 07:43:10 GMT 2025","Thu Aug 14 07:43:10 GMT 2025","2","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualCreation","individualCreation",""
"broken","Thu Aug 14 07:51:15 GMT 2025","Thu Aug 14 07:51:15 GMT 2025","1","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindCreation","groupMembershipKindCreation",""
"skipped","Thu Aug 14 08:02:05 GMT 2025","Thu Aug 14 08:02:05 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeDeletion","groupTypeDeletion",""
"skipped","Thu Aug 14 08:02:05 GMT 2025","Thu Aug 14 08:02:05 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindDeletion","groupMembershipKindDeletion",""
"passed","Thu Aug 14 08:06:38 GMT 2025","Thu Aug 14 08:07:02 GMT 2025","24673","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrationPortalUserTest","testcase.RegistrationPortalUserTest","grantPortalAccess","grantPortalAccess",""
"skipped","Thu Aug 14 08:02:05 GMT 2025","Thu Aug 14 08:02:05 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupDeletion","groupDeletion",""
"skipped","Thu Aug 14 08:02:05 GMT 2025","Thu Aug 14 08:02:05 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupUpdation","groupUpdation",""
"failed","Thu Aug 14 08:10:01 GMT 2025","Thu Aug 14 08:10:29 GMT 2025","27835","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrationPortalUserTest","testcase.RegistrationPortalUserTest","registrationPortalUserDeletion","registrationPortalUserDeletion",""
"skipped","Thu Aug 14 08:02:05 GMT 2025","Thu Aug 14 08:02:05 GMT 2025","1","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeUpdation","groupTypeUpdation",""
"skipped","Thu Aug 14 08:02:05 GMT 2025","Thu Aug 14 08:02:05 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualUpdation","individualUpdation",""
"skipped","Thu Aug 14 08:02:05 GMT 2025","Thu Aug 14 08:02:05 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipUpdation","relationshipUpdation",""
"broken","Thu Aug 14 07:58:21 GMT 2025","Thu Aug 14 07:58:21 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagCreation","registrantTagCreation",""
